"","V1","V2","V3","V4","V5","V6"
"5317",4846,1,NA,NA,NA,NA
"5318",4847,9,18,39,48,NA
"5319",4848,23,24,40,41,43
"5320",4849,11,NA,NA,NA,NA
"5321",4850,4,36,NA,NA,NA
"5322",4851,7,24,27,NA,NA
"5323",4852,3,18,25,35,NA
"5324",4853,37,43,NA,NA,NA
"5325",4854,7,22,36,NA,NA
"5326",4855,28,44,NA,NA,NA
"5327",4856,7,11,31,37,NA
"5328",4857,27,28,NA,NA,NA
"5329",4858,33,42,NA,NA,NA
"5330",4859,0,2,46,NA,NA
"5331",4860,4,6,9,NA,NA
"5332",4861,11,12,26,31,36
"5333",47,48,NA,NA,NA,NA
"5334",4862,23,24,40,41,43
"5335",4863,17,33,35,NA,NA
"5336",4864,0,28,38,NA,NA
"5337",4865,3,4,17,28,41
"5338",4866,0,3,5,25,37
"5339",41,42,44,NA,NA,NA
"5340",4867,21,31,33,41,NA
"5341",4868,46,NA,NA,NA,NA
"5342",4869,16,36,45,NA,NA
"5343",4870,1,NA,NA,NA,NA
"5344",4871,3,4,9,34,35
"5345",4872,16,32,45,NA,NA
"5346",4873,12,14,44,NA,NA
"5347",4874,27,28,NA,NA,NA
"5348",4875,16,17,47,NA,NA
"5349",4876,7,37,40,NA,NA
"5350",4877,15,19,26,42,45
"5351",4878,4,9,NA,NA,NA
"5352",4879,23,24,40,41,43
"5353",4880,3,18,35,NA,NA
"5354",4881,22,NA,NA,NA,NA
"5355",4882,0,2,46,NA,NA
"5356",4883,5,22,23,29,NA
"5357",4884,4,9,15,28,47
"5358",49,NA,NA,NA,NA,NA
"5359",4885,1,19,NA,NA,NA
"5360",4886,23,24,40,41,43
"5361",4887,16,32,NA,NA,NA
"5362",4888,9,33,42,NA,NA
"5363",4889,3,16,20,33,37
"5364",4890,3,18,35,NA,NA
"5365",4891,0,28,38,NA,NA
"5366",4892,3,18,35,NA,NA
"5367",4893,16,38,NA,NA,NA
"5368",4894,23,24,40,41,43
"5369",4895,1,19,NA,NA,NA
"5370",4896,10,17,31,49,NA
"5371",4897,3,18,35,NA,NA
"5372",4898,22,30,NA,NA,NA
"5373",4899,8,13,NA,NA,NA
"5374",4900,14,44,NA,NA,NA
"5375",4901,13,31,38,NA,NA
"5376",4902,1,33,42,NA,NA
"5377",4903,15,22,30,NA,NA
"5378",4904,4,18,21,38,NA
"5379",4905,3,18,35,NA,NA
"5380",4906,33,42,NA,NA,NA
"5381",4907,0,NA,NA,NA,NA
"5382",4908,5,22,27,28,35
"5383",42,NA,NA,NA,NA,NA
"5384",4909,15,20,22,49,NA
"5385",4910,1,7,24,40,49
"5386",4911,0,4,8,NA,NA
"5387",4912,7,11,13,26,37
"5388",44,45,NA,NA,NA,NA
"5389",4913,14,25,37,NA,NA
"5390",4914,14,20,38,44,NA
"5391",4915,33,42,NA,NA,NA
"5392",4916,3,20,46,47,NA
"5393",4917,28,29,36,NA,NA
"5394",4918,7,15,25,44,48
"5395",4919,28,32,NA,NA,NA
"5396",4920,3,25,30,32,35
"5397",39,NA,NA,NA,NA,NA
"5398",4921,0,2,46,NA,NA
"5399",4922,16,32,45,NA,NA
"5400",4923,1,19,27,NA,NA
"5401",4924,7,15,49,NA,NA
"5402",4925,4,9,46,48,NA
"5403",4926,11,45,NA,NA,NA
"5404",4927,2,14,47,NA,NA
"5405",4928,1,19,NA,NA,NA
"5406",4929,5,17,37,40,NA
"5407",4930,4,5,22,NA,NA
"5408",4931,17,29,47,NA,NA
"5409",4932,17,19,39,49,NA
"5410",4933,1,10,16,24,31
"5411",32,41,45,NA,NA,NA
"5412",4934,5,22,NA,NA,NA
"5413",4935,0,11,46,NA,NA
"5414",4936,5,11,26,NA,NA
"5415",4937,0,2,12,33,34
"5416",4938,3,48,NA,NA,NA
"5417",4939,8,13,33,38,NA
"5418",4940,23,24,40,41,43
"5419",4941,5,39,43,NA,NA
"5420",4942,4,18,25,46,NA
"5421",4943,1,4,7,12,18
"5422",25,34,48,NA,NA,NA
"5423",4944,5,22,NA,NA,NA
"5424",4945,14,17,21,29,NA
"5425",4946,6,7,36,37,41
"5426",4947,17,22,24,28,35
"5427",36,NA,NA,NA,NA,NA
"5428",4948,2,17,NA,NA,NA
"5429",4949,4,9,NA,NA,NA
"5430",4950,7,8,33,36,NA
"5431",4951,13,20,22,34,39
"5432",47,NA,NA,NA,NA,NA
"5433",4952,7,11,37,45,NA
"5434",4953,24,30,NA,NA,NA
"5435",4954,8,27,28,43,NA
"5436",4955,0,2,46,NA,NA
"5437",4956,1,12,19,40,NA
"5438",4957,0,2,3,11,12
"5439",46,NA,NA,NA,NA,NA
"5440",4958,12,31,36,48,NA
"5441",4959,33,36,NA,NA,NA
"5442",4960,23,26,28,37,NA
"5443",4961,5,22,49,NA,NA
"5444",4962,16,32,45,NA,NA
"5445",4963,12,37,40,NA,NA
"5446",4964,11,27,35,41,47
"5447",4965,2,15,17,19,20
"5448",33,42,49,NA,NA,NA
"5449",4966,9,12,NA,NA,NA
"5450",4967,16,24,33,NA,NA
"5451",4968,47,48,NA,NA,NA
"5452",4969,21,34,38,NA,NA
"5453",4970,4,34,NA,NA,NA
"5454",4971,3,12,NA,NA,NA
"5455",4972,7,16,25,27,28
"5456",38,43,NA,NA,NA,NA
"5457",4973,1,19,34,36,37
"5458",4974,1,4,7,12,32
"5459",39,41,46,NA,NA,NA
"5460",4975,21,42,43,44,NA
"5461",4976,15,27,28,NA,NA
"5462",4977,1,10,15,NA,NA
"5463",4978,3,8,28,30,34
"5464",4979,12,31,36,48,NA
"5465",4980,4,9,NA,NA,NA
"5466",4981,18,22,24,27,28
"5467",45,NA,NA,NA,NA,NA
"5468",4982,0,2,14,22,NA
"5469",4983,27,28,41,NA,NA
"5470",4984,1,13,25,33,42
"5471",4985,12,13,28,NA,NA
"5472",4986,6,25,27,NA,NA
"5473",4987,13,41,NA,NA,NA
"5474",4988,7,15,49,NA,NA
"5475",4989,17,29,47,NA,NA
"5476",4990,28,35,39,NA,NA
"5477",4991,0,2,46,NA,NA
"5478",4992,2,12,16,20,24
"5479",32,44,45,NA,NA,NA
"5480",4993,3,18,35,NA,NA
"5481",4994,16,32,45,NA,NA
"5482",4995,33,42,NA,NA,NA
"5483",4996,5,22,NA,NA,NA
"5484",4997,0,2,6,10,32
"5485",36,45,46,NA,NA,NA
"5486",4998,7,15,49,NA,NA
"5487",4999,12,31,36,48,NA
"5488",5000,16,32,44,45,NA
