"","V1","V2","V3","V4","V5","V6","V7","V8"
"15730",15437,3,18,35,41,NA,NA,NA
"15731",15438,16,23,30,32,45,46,47
"15732",15439,6,9,21,24,33,34,41
"15733",48,NA,NA,NA,NA,NA,NA,NA
"15734",15440,23,24,40,41,43,NA,NA
"15735",15441,0,46,NA,NA,NA,NA,NA
"15736",15442,3,18,35,NA,NA,NA,NA
"15737",15443,22,NA,NA,NA,NA,NA,NA
"15738",15444,0,48,NA,NA,NA,NA,NA
"15739",15445,11,46,NA,NA,NA,NA,NA
"15740",15446,47,49,NA,NA,NA,NA,NA
"15741",15447,9,15,NA,NA,NA,NA,NA
"15742",15448,33,42,NA,NA,NA,NA,NA
"15743",15449,1,11,NA,NA,NA,NA,NA
"15744",15450,4,12,NA,NA,NA,NA,NA
"15745",15451,8,33,42,NA,NA,NA,NA
"15746",15452,3,6,14,17,NA,NA,NA
"15747",15453,0,2,46,NA,NA,NA,NA
"15748",15454,15,21,27,28,48,NA,NA
"15749",15455,7,11,37,45,NA,NA,NA
"15750",15456,4,9,17,21,28,NA,NA
"15751",15457,7,11,12,25,37,45,NA
"15752",15458,0,46,NA,NA,NA,NA,NA
"15753",15459,26,33,35,42,NA,NA,NA
"15754",15460,12,29,30,31,36,48,NA
"15755",15461,46,NA,NA,NA,NA,NA,NA
"15756",15462,10,15,33,42,NA,NA,NA
"15757",15463,3,18,35,NA,NA,NA,NA
"15758",15464,14,33,46,NA,NA,NA,NA
"15759",15465,29,33,38,42,47,NA,NA
"15760",15466,13,16,20,23,48,NA,NA
"15761",15467,23,32,44,NA,NA,NA,NA
"15762",15468,0,1,18,19,38,42,46
"15763",15469,0,2,5,46,NA,NA,NA
"15764",15470,15,18,37,NA,NA,NA,NA
"15765",15471,2,18,20,25,33,42,44
"15766",47,NA,NA,NA,NA,NA,NA,NA
"15767",15472,14,32,44,NA,NA,NA,NA
"15768",15473,7,31,40,49,NA,NA,NA
"15769",15474,27,31,41,NA,NA,NA,NA
"15770",15475,0,1,2,46,NA,NA,NA
"15771",15476,2,11,24,NA,NA,NA,NA
"15772",15477,7,11,20,25,37,45,48
"15773",15478,23,24,40,41,NA,NA,NA
"15774",15479,7,15,16,22,32,45,NA
"15775",15480,9,14,22,29,37,38,42
"15776",15481,14,44,NA,NA,NA,NA,NA
"15777",15482,16,32,45,NA,NA,NA,NA
"15778",15483,22,29,NA,NA,NA,NA,NA
"15779",15484,12,17,27,28,NA,NA,NA
"15780",15485,0,22,25,NA,NA,NA,NA
"15781",15486,12,19,44,48,49,NA,NA
"15782",15487,27,28,NA,NA,NA,NA,NA
"15783",15488,0,2,46,NA,NA,NA,NA
"15784",15489,4,8,24,37,48,NA,NA
"15785",15490,0,17,43,46,NA,NA,NA
"15786",15491,17,29,46,47,NA,NA,NA
"15787",15492,7,11,37,45,NA,NA,NA
"15788",15493,38,NA,NA,NA,NA,NA,NA
"15789",15494,7,9,22,42,44,47,NA
"15790",15495,17,29,44,47,NA,NA,NA
"15791",15496,6,41,48,NA,NA,NA,NA
"15792",15497,25,29,47,48,NA,NA,NA
"15793",15498,14,NA,NA,NA,NA,NA,NA
"15794",15499,0,8,27,41,42,49,NA
"15795",15500,14,44,NA,NA,NA,NA,NA
"15796",15501,24,25,32,36,38,43,NA
"15797",15502,0,13,32,42,NA,NA,NA
"15798",15503,5,22,NA,NA,NA,NA,NA
"15799",15504,5,19,32,33,45,NA,NA
"15800",15505,5,27,28,43,NA,NA,NA
"15801",15506,17,29,47,NA,NA,NA,NA
"15802",15507,28,48,NA,NA,NA,NA,NA
"15803",15508,14,23,24,NA,NA,NA,NA
"15804",15509,46,NA,NA,NA,NA,NA,NA
"15805",15510,5,22,34,NA,NA,NA,NA
"15806",15511,7,15,49,NA,NA,NA,NA
"15807",15512,1,19,22,27,46,NA,NA
"15808",15513,1,19,NA,NA,NA,NA,NA
"15809",15514,11,18,35,NA,NA,NA,NA
"15810",15515,1,2,NA,NA,NA,NA,NA
"15811",15516,14,16,32,45,NA,NA,NA
"15812",15517,1,3,12,31,36,48,NA
"15813",15518,5,14,22,33,48,NA,NA
"15814",15519,5,22,NA,NA,NA,NA,NA
"15815",15520,28,NA,NA,NA,NA,NA,NA
"15816",15521,1,42,NA,NA,NA,NA,NA
"15817",15522,1,7,15,49,NA,NA,NA
"15818",15523,4,9,NA,NA,NA,NA,NA
"15819",15524,0,46,NA,NA,NA,NA,NA
"15820",15525,33,42,NA,NA,NA,NA,NA
"15821",15526,18,27,29,34,NA,NA,NA
"15822",15527,14,44,NA,NA,NA,NA,NA
"15823",15528,1,19,NA,NA,NA,NA,NA
"15824",15529,1,4,8,17,32,43,46
"15825",15530,1,4,13,14,16,21,44
"15826",15531,12,27,32,NA,NA,NA,NA
"15827",15532,14,44,NA,NA,NA,NA,NA
"15828",15533,16,32,45,NA,NA,NA,NA
"15829",15534,26,31,45,NA,NA,NA,NA
"15830",15535,42,47,NA,NA,NA,NA,NA
"15831",15536,20,46,NA,NA,NA,NA,NA
"15832",15537,27,28,NA,NA,NA,NA,NA
"15833",15538,17,29,47,NA,NA,NA,NA
"15834",15539,2,8,22,35,42,NA,NA
"15835",15540,30,NA,NA,NA,NA,NA,NA
"15836",15541,1,19,33,NA,NA,NA,NA
"15837",15542,4,25,NA,NA,NA,NA,NA
"15838",15543,16,32,45,NA,NA,NA,NA
"15839",15544,5,22,NA,NA,NA,NA,NA
"15840",15545,11,18,49,NA,NA,NA,NA
"15841",15546,0,2,46,NA,NA,NA,NA
"15842",15547,26,27,45,47,NA,NA,NA
"15843",15548,3,29,45,NA,NA,NA,NA
"15844",15549,14,25,39,44,NA,NA,NA
"15845",15550,4,NA,NA,NA,NA,NA,NA
"15846",15551,3,18,35,NA,NA,NA,NA
"15847",15552,14,44,NA,NA,NA,NA,NA
"15848",15553,6,42,NA,NA,NA,NA,NA
"15849",15554,12,31,36,48,NA,NA,NA
"15850",15555,12,31,36,NA,NA,NA,NA
"15851",15556,5,22,39,43,NA,NA,NA
"15852",15557,1,2,NA,NA,NA,NA,NA
"15853",15558,7,12,18,28,29,42,NA
"15854",15559,17,30,NA,NA,NA,NA,NA
"15855",15560,5,34,49,NA,NA,NA,NA
"15856",15561,2,6,11,20,29,NA,NA
"15857",15562,5,8,38,NA,NA,NA,NA
"15858",15563,37,NA,NA,NA,NA,NA,NA
"15859",15564,9,12,NA,NA,NA,NA,NA
"15860",15565,8,14,47,NA,NA,NA,NA
"15861",15566,16,17,47,NA,NA,NA,NA
"15862",15567,4,7,9,NA,NA,NA,NA
"15863",15568,2,5,22,24,NA,NA,NA
"15864",15569,0,46,NA,NA,NA,NA,NA
"15865",15570,21,31,33,38,NA,NA,NA
"15866",15571,3,5,22,35,43,45,NA
"15867",15572,1,19,NA,NA,NA,NA,NA
"15868",15573,9,20,46,NA,NA,NA,NA
"15869",15574,4,5,26,32,NA,NA,NA
"15870",15575,16,32,NA,NA,NA,NA,NA
"15871",15576,14,32,37,48,NA,NA,NA
"15872",15577,39,49,NA,NA,NA,NA,NA
"15873",15578,6,32,42,NA,NA,NA,NA
"15874",15579,7,15,49,NA,NA,NA,NA
"15875",15580,6,15,NA,NA,NA,NA,NA
"15876",15581,30,38,45,NA,NA,NA,NA
"15877",15582,18,26,44,NA,NA,NA,NA
"15878",15583,23,24,40,41,43,NA,NA
"15879",15584,35,42,NA,NA,NA,NA,NA
"15880",15585,11,NA,NA,NA,NA,NA,NA
"15881",15586,10,31,38,39,NA,NA,NA
"15882",15587,0,2,24,31,46,NA,NA
"15883",15588,23,24,40,41,43,NA,NA
"15884",15589,27,28,45,46,NA,NA,NA
"15885",15590,1,18,33,NA,NA,NA,NA
"15886",15591,18,NA,NA,NA,NA,NA,NA
"15887",15592,11,14,44,NA,NA,NA,NA
"15888",15593,10,33,42,NA,NA,NA,NA
"15889",15594,27,28,NA,NA,NA,NA,NA
"15890",15595,14,20,26,33,44,NA,NA
"15891",15596,3,12,21,29,30,43,49
"15892",15597,6,30,33,NA,NA,NA,NA
"15893",15598,5,22,NA,NA,NA,NA,NA
"15894",15599,5,13,16,27,31,NA,NA
"15895",15600,6,7,23,29,NA,NA,NA
"15896",15601,28,NA,NA,NA,NA,NA,NA
"15897",15602,9,18,35,44,NA,NA,NA
"15898",15603,16,42,43,NA,NA,NA,NA
"15899",15604,27,28,NA,NA,NA,NA,NA
"15900",15605,16,32,45,NA,NA,NA,NA
"15901",15606,18,35,37,38,48,49,NA
"15902",15607,1,6,7,19,28,41,46
"15903",15608,4,9,48,NA,NA,NA,NA
"15904",15609,13,37,NA,NA,NA,NA,NA
"15905",15610,15,17,32,45,47,NA,NA
"15906",15611,17,28,NA,NA,NA,NA,NA
"15907",15612,29,33,42,49,NA,NA,NA
"15908",15613,4,8,9,32,NA,NA,NA
"15909",15614,0,2,46,NA,NA,NA,NA
"15910",15615,27,28,NA,NA,NA,NA,NA
"15911",15616,17,29,47,NA,NA,NA,NA
"15912",15617,7,15,NA,NA,NA,NA,NA
"15913",15618,3,15,NA,NA,NA,NA,NA
"15914",15619,4,5,25,38,NA,NA,NA
"15915",15620,1,19,34,NA,NA,NA,NA
"15916",15621,7,11,37,45,NA,NA,NA
"15917",15622,13,22,NA,NA,NA,NA,NA
"15918",15623,3,16,46,NA,NA,NA,NA
"15919",15624,3,18,35,NA,NA,NA,NA
"15920",15625,11,22,27,34,46,NA,NA
"15921",15626,3,18,35,NA,NA,NA,NA
"15922",15627,15,23,33,42,NA,NA,NA
"15923",15628,3,18,35,NA,NA,NA,NA
"15924",15629,17,29,47,NA,NA,NA,NA
"15925",15630,12,31,36,NA,NA,NA,NA
"15926",15631,23,24,40,41,NA,NA,NA
"15927",15632,7,21,27,28,NA,NA,NA
"15928",15633,11,17,34,38,NA,NA,NA
"15929",15634,28,33,NA,NA,NA,NA,NA
"15930",15635,29,40,NA,NA,NA,NA,NA
"15931",15636,26,34,46,48,NA,NA,NA
"15932",15637,13,26,NA,NA,NA,NA,NA
"15933",15638,5,8,10,16,19,43,45
"15934",15639,5,22,NA,NA,NA,NA,NA
"15935",15640,8,11,16,27,36,NA,NA
"15936",15641,11,22,44,NA,NA,NA,NA
"15937",15642,3,8,20,25,31,NA,NA
"15938",15643,7,15,49,NA,NA,NA,NA
"15939",15644,15,38,46,47,NA,NA,NA
"15940",15645,7,15,49,NA,NA,NA,NA
"15941",15646,1,47,NA,NA,NA,NA,NA
"15942",15647,4,19,NA,NA,NA,NA,NA
"15943",15648,6,11,19,49,NA,NA,NA
"15944",15649,24,35,44,NA,NA,NA,NA
"15945",15650,17,29,47,NA,NA,NA,NA
"15946",15651,39,NA,NA,NA,NA,NA,NA
"15947",15652,6,26,27,28,31,46,NA
"15948",15653,17,26,27,41,NA,NA,NA
"15949",15654,8,39,42,43,NA,NA,NA
"15950",15655,0,11,17,20,31,35,47
"15951",15656,13,34,NA,NA,NA,NA,NA
"15952",15657,18,29,31,49,NA,NA,NA
"15953",15658,5,10,32,41,NA,NA,NA
"15954",15659,9,23,32,36,NA,NA,NA
"15955",15660,9,15,27,NA,NA,NA,NA
"15956",15661,11,23,NA,NA,NA,NA,NA
"15957",15662,4,7,16,20,NA,NA,NA
"15958",15663,4,9,NA,NA,NA,NA,NA
"15959",15664,1,19,38,46,NA,NA,NA
"15960",15665,7,12,33,45,NA,NA,NA
"15961",15666,7,25,36,41,NA,NA,NA
"15962",15667,8,36,38,40,NA,NA,NA
"15963",15668,7,15,NA,NA,NA,NA,NA
"15964",15669,4,9,29,30,NA,NA,NA
"15965",15670,7,11,37,45,NA,NA,NA
"15966",15671,1,3,17,20,24,31,34
"15967",38,NA,NA,NA,NA,NA,NA,NA
"15968",15672,8,36,38,NA,NA,NA,NA
"15969",15673,13,22,34,35,NA,NA,NA
"15970",15674,4,12,20,24,26,46,49
"15971",15675,21,27,28,30,33,NA,NA
"15972",15676,1,17,18,19,34,37,NA
"15973",15677,13,19,42,NA,NA,NA,NA
"15974",15678,3,18,35,NA,NA,NA,NA
"15975",15679,20,28,33,NA,NA,NA,NA
"15976",15680,5,37,NA,NA,NA,NA,NA
"15977",15681,0,2,46,NA,NA,NA,NA
"15978",15682,7,15,49,NA,NA,NA,NA
"15979",15683,2,27,43,NA,NA,NA,NA
"15980",15684,3,18,35,NA,NA,NA,NA
"15981",15685,0,7,15,27,NA,NA,NA
"15982",15686,42,NA,NA,NA,NA,NA,NA
"15983",15687,34,45,NA,NA,NA,NA,NA
"15984",15688,7,15,31,36,37,38,48
"15985",49,NA,NA,NA,NA,NA,NA,NA
"15986",15689,17,28,43,NA,NA,NA,NA
"15987",15690,5,22,23,38,45,NA,NA
"15988",15691,7,11,37,45,NA,NA,NA
"15989",15692,33,42,NA,NA,NA,NA,NA
"15990",15693,4,9,NA,NA,NA,NA,NA
"15991",15694,1,17,28,30,NA,NA,NA
"15992",15695,2,20,24,28,NA,NA,NA
"15993",15696,22,48,NA,NA,NA,NA,NA
"15994",15697,33,42,NA,NA,NA,NA,NA
"15995",15698,23,24,40,41,43,NA,NA
"15996",15699,16,17,30,35,NA,NA,NA
"15997",15700,18,19,39,43,47,NA,NA
"15998",15701,33,42,NA,NA,NA,NA,NA
"15999",15702,0,4,9,23,NA,NA,NA
"16000",15703,4,9,16,35,NA,NA,NA
"16001",15704,0,2,8,23,31,46,NA
"16002",15705,7,11,37,NA,NA,NA,NA
"16003",15706,0,2,46,NA,NA,NA,NA
"16004",15707,13,22,31,43,NA,NA,NA
"16005",15708,5,22,NA,NA,NA,NA,NA
"16006",15709,5,22,40,NA,NA,NA,NA
"16007",15710,7,11,37,NA,NA,NA,NA
"16008",15711,31,37,NA,NA,NA,NA,NA
"16009",15712,1,19,38,NA,NA,NA,NA
"16010",15713,0,22,40,NA,NA,NA,NA
"16011",15714,0,NA,NA,NA,NA,NA,NA
"16012",15715,4,9,38,NA,NA,NA,NA
"16013",15716,14,44,NA,NA,NA,NA,NA
"16014",15717,1,15,19,21,36,48,NA
"16015",15718,17,21,47,NA,NA,NA,NA
"16016",15719,2,7,9,12,NA,NA,NA
"16017",15720,0,4,9,NA,NA,NA,NA
"16018",15721,9,27,28,NA,NA,NA,NA
"16019",15722,3,18,35,NA,NA,NA,NA
"16020",15723,1,6,10,NA,NA,NA,NA
"16021",15724,14,44,NA,NA,NA,NA,NA
"16022",15725,14,25,33,40,NA,NA,NA
"16023",15726,8,12,17,33,47,NA,NA
"16024",15727,23,24,40,41,43,NA,NA
"16025",15728,9,28,49,NA,NA,NA,NA
"16026",15729,7,15,49,NA,NA,NA,NA
"16027",15730,2,3,12,13,14,41,47
"16028",48,NA,NA,NA,NA,NA,NA,NA
"16029",15731,14,23,NA,NA,NA,NA,NA
"16030",15732,11,46,49,NA,NA,NA,NA
"16031",15733,7,27,33,34,49,NA,NA
"16032",15734,2,9,24,27,28,NA,NA
"16033",15735,32,34,NA,NA,NA,NA,NA
"16034",15736,12,17,30,NA,NA,NA,NA
"16035",15737,22,33,42,NA,NA,NA,NA
"16036",15738,3,18,35,NA,NA,NA,NA
"16037",15739,13,23,35,36,NA,NA,NA
"16038",15740,1,19,NA,NA,NA,NA,NA
"16039",15741,0,2,46,NA,NA,NA,NA
"16040",15742,2,3,5,NA,NA,NA,NA
"16041",15743,23,24,40,41,43,NA,NA
"16042",15744,6,43,NA,NA,NA,NA,NA
"16043",15745,6,25,30,NA,NA,NA,NA
"16044",15746,11,38,45,NA,NA,NA,NA
"16045",15747,12,31,43,NA,NA,NA,NA
"16046",15748,10,NA,NA,NA,NA,NA,NA
"16047",15749,6,17,20,31,40,NA,NA
"16048",15750,34,48,NA,NA,NA,NA,NA
"16049",15751,0,10,31,NA,NA,NA,NA
"16050",15752,2,4,9,23,NA,NA,NA
"16051",15753,23,24,40,41,43,NA,NA
"16052",15754,27,28,45,NA,NA,NA,NA
"16053",15755,3,4,9,11,17,42,44
"16054",15756,7,15,49,NA,NA,NA,NA
"16055",15757,7,11,37,45,NA,NA,NA
"16056",15758,7,33,42,NA,NA,NA,NA
"16057",15759,1,13,21,39,48,NA,NA
"16058",15760,5,18,NA,NA,NA,NA,NA
"16059",15761,12,17,29,NA,NA,NA,NA
"16060",15762,3,14,30,43,45,NA,NA
"16061",15763,12,31,36,48,NA,NA,NA
"16062",15764,14,44,NA,NA,NA,NA,NA
"16063",15765,17,23,36,NA,NA,NA,NA
"16064",15766,7,13,15,38,NA,NA,NA
"16065",15767,27,28,NA,NA,NA,NA,NA
"16066",15768,1,3,22,28,37,NA,NA
"16067",15769,28,33,42,NA,NA,NA,NA
"16068",15770,5,33,42,NA,NA,NA,NA
"16069",15771,5,22,NA,NA,NA,NA,NA
"16070",15772,27,48,NA,NA,NA,NA,NA
"16071",15773,5,22,NA,NA,NA,NA,NA
"16072",15774,3,25,29,43,NA,NA,NA
"16073",15775,17,29,47,NA,NA,NA,NA
"16074",15776,1,12,19,25,49,NA,NA
"16075",15777,16,32,41,45,NA,NA,NA
"16076",15778,7,11,37,45,NA,NA,NA
"16077",15779,20,38,NA,NA,NA,NA,NA
"16078",15780,4,29,31,33,34,37,38
"16079",40,NA,NA,NA,NA,NA,NA,NA
"16080",15781,7,15,18,25,47,49,NA
"16081",15782,22,29,39,49,NA,NA,NA
"16082",15783,4,13,15,25,35,38,NA
"16083",15784,17,29,47,NA,NA,NA,NA
"16084",15785,0,16,25,32,NA,NA,NA
"16085",15786,4,9,13,45,NA,NA,NA
"16086",15787,17,47,NA,NA,NA,NA,NA
"16087",15788,34,46,48,NA,NA,NA,NA
"16088",15789,1,19,NA,NA,NA,NA,NA
"16089",15790,2,30,NA,NA,NA,NA,NA
"16090",15791,11,19,27,30,37,39,41
"16091",42,NA,NA,NA,NA,NA,NA,NA
"16092",15792,1,27,28,NA,NA,NA,NA
"16093",15793,2,14,35,NA,NA,NA,NA
"16094",15794,13,14,20,33,44,NA,NA
"16095",15795,1,2,5,12,22,23,31
"16096",33,NA,NA,NA,NA,NA,NA,NA
"16097",15796,1,2,13,19,31,NA,NA
"16098",15797,33,34,39,44,NA,NA,NA
"16099",15798,33,37,42,NA,NA,NA,NA
"16100",15799,7,11,37,45,NA,NA,NA
"16101",15800,0,46,NA,NA,NA,NA,NA
"16102",15801,0,2,29,45,46,NA,NA
"16103",15802,4,29,30,37,NA,NA,NA
"16104",15803,4,11,12,23,27,36,NA
"16105",15804,10,12,17,23,24,35,40
"16106",41,NA,NA,NA,NA,NA,NA,NA
"16107",15805,6,7,26,33,42,NA,NA
"16108",15806,7,14,15,49,NA,NA,NA
"16109",15807,16,32,45,NA,NA,NA,NA
"16110",15808,3,7,8,32,NA,NA,NA
"16111",15809,3,18,35,NA,NA,NA,NA
"16112",15810,9,11,32,39,43,48,NA
"16113",15811,7,16,23,NA,NA,NA,NA
"16114",15812,6,9,16,NA,NA,NA,NA
"16115",15813,22,48,NA,NA,NA,NA,NA
"16116",15814,12,28,39,NA,NA,NA,NA
"16117",15815,16,17,32,NA,NA,NA,NA
"16118",15816,24,26,36,49,NA,NA,NA
"16119",15817,22,33,45,NA,NA,NA,NA
"16120",15818,4,9,NA,NA,NA,NA,NA
"16121",15819,16,32,45,NA,NA,NA,NA
"16122",15820,3,18,31,35,NA,NA,NA
"16123",15821,7,11,37,45,NA,NA,NA
"16124",15822,14,44,NA,NA,NA,NA,NA
"16125",15823,1,19,29,NA,NA,NA,NA
"16126",15824,5,19,49,NA,NA,NA,NA
"16127",15825,4,9,37,NA,NA,NA,NA
"16128",15826,18,35,NA,NA,NA,NA,NA
"16129",15827,47,NA,NA,NA,NA,NA,NA
"16130",15828,14,44,48,NA,NA,NA,NA
"16131",15829,0,2,41,46,NA,NA,NA
"16132",15830,22,29,33,44,NA,NA,NA
"16133",15831,0,4,9,NA,NA,NA,NA
"16134",15832,27,28,NA,NA,NA,NA,NA
"16135",15833,14,42,NA,NA,NA,NA,NA
"16136",15834,27,28,NA,NA,NA,NA,NA
"16137",15835,0,2,26,46,NA,NA,NA
"16138",15836,7,11,37,45,NA,NA,NA
"16139",15837,3,18,24,35,NA,NA,NA
"16140",15838,5,11,17,21,30,47,NA
"16141",15839,15,27,28,45,NA,NA,NA
"16142",15840,2,30,40,44,48,NA,NA
"16143",15841,9,20,22,NA,NA,NA,NA
"16144",15842,2,10,19,41,42,NA,NA
"16145",15843,2,20,32,33,NA,NA,NA
"16146",15844,3,18,35,39,NA,NA,NA
"16147",15845,0,11,28,40,NA,NA,NA
"16148",15846,12,31,36,48,NA,NA,NA
"16149",15847,5,35,37,NA,NA,NA,NA
"16150",15848,4,23,38,NA,NA,NA,NA
"16151",15849,4,17,18,NA,NA,NA,NA
"16152",15850,29,NA,NA,NA,NA,NA,NA
"16153",15851,1,6,12,16,38,NA,NA
"16154",15852,4,9,NA,NA,NA,NA,NA
"16155",15853,18,35,NA,NA,NA,NA,NA
"16156",15854,7,11,37,NA,NA,NA,NA
"16157",15855,26,33,43,NA,NA,NA,NA
"16158",15856,40,NA,NA,NA,NA,NA,NA
"16159",15857,0,2,20,46,NA,NA,NA
"16160",15858,12,31,36,48,NA,NA,NA
"16161",15859,11,15,24,NA,NA,NA,NA
"16162",15860,7,12,17,NA,NA,NA,NA
"16163",15861,6,14,23,39,44,NA,NA
"16164",15862,1,9,27,28,35,NA,NA
"16165",15863,6,7,20,45,NA,NA,NA
"16166",15864,0,2,46,NA,NA,NA,NA
"16167",15865,3,10,17,18,35,40,NA
"16168",15866,0,8,10,21,32,NA,NA
"16169",15867,14,44,NA,NA,NA,NA,NA
"16170",15868,33,42,NA,NA,NA,NA,NA
"16171",15869,28,43,NA,NA,NA,NA,NA
"16172",15870,5,22,NA,NA,NA,NA,NA
"16173",15871,7,15,18,43,49,NA,NA
"16174",15872,14,27,30,NA,NA,NA,NA
"16175",15873,6,33,42,NA,NA,NA,NA
"16176",15874,16,32,45,NA,NA,NA,NA
"16177",15875,14,44,NA,NA,NA,NA,NA
"16178",15876,5,9,22,NA,NA,NA,NA
"16179",15877,7,15,22,43,49,NA,NA
"16180",15878,1,19,NA,NA,NA,NA,NA
"16181",15879,7,15,43,49,NA,NA,NA
"16182",15880,14,25,30,34,35,36,44
"16183",15881,6,8,25,46,NA,NA,NA
"16184",15882,0,8,39,NA,NA,NA,NA
"16185",15883,2,26,27,36,43,NA,NA
"16186",15884,22,31,37,NA,NA,NA,NA
"16187",15885,22,40,46,49,NA,NA,NA
"16188",15886,6,42,NA,NA,NA,NA,NA
"16189",15887,8,14,44,NA,NA,NA,NA
"16190",15888,2,7,15,NA,NA,NA,NA
"16191",15889,0,4,43,46,NA,NA,NA
"16192",15890,3,17,47,NA,NA,NA,NA
"16193",15891,11,25,NA,NA,NA,NA,NA
"16194",15892,2,35,43,NA,NA,NA,NA
"16195",15893,1,22,32,NA,NA,NA,NA
"16196",15894,22,44,NA,NA,NA,NA,NA
"16197",15895,0,1,3,NA,NA,NA,NA
"16198",15896,1,19,31,33,NA,NA,NA
"16199",15897,1,7,22,27,39,NA,NA
"16200",15898,24,34,40,NA,NA,NA,NA
"16201",15899,7,11,37,45,NA,NA,NA
"16202",15900,2,46,47,NA,NA,NA,NA
"16203",15901,3,18,35,NA,NA,NA,NA
"16204",15902,8,NA,NA,NA,NA,NA,NA
"16205",15903,7,11,37,NA,NA,NA,NA
"16206",15904,5,15,35,NA,NA,NA,NA
"16207",15905,7,8,41,NA,NA,NA,NA
"16208",15906,16,32,45,NA,NA,NA,NA
"16209",15907,21,27,28,35,NA,NA,NA
"16210",15908,13,16,17,29,39,47,NA
"16211",15909,3,4,9,NA,NA,NA,NA
"16212",15910,16,32,NA,NA,NA,NA,NA
"16213",15911,5,7,21,22,23,NA,NA
"16214",15912,6,20,27,30,39,NA,NA
"16215",15913,1,39,NA,NA,NA,NA,NA
"16216",15914,7,11,37,45,NA,NA,NA
"16217",15915,1,7,26,28,NA,NA,NA
"16218",15916,17,29,47,NA,NA,NA,NA
"16219",15917,16,32,45,NA,NA,NA,NA
"16220",15918,27,28,NA,NA,NA,NA,NA
"16221",15919,29,38,NA,NA,NA,NA,NA
"16222",15920,3,12,13,33,42,48,NA
"16223",15921,24,29,43,49,NA,NA,NA
"16224",15922,0,12,45,NA,NA,NA,NA
"16225",15923,33,42,NA,NA,NA,NA,NA
"16226",15924,21,NA,NA,NA,NA,NA,NA
"16227",15925,5,7,22,31,NA,NA,NA
"16228",15926,17,29,35,47,NA,NA,NA
"16229",15927,5,14,17,22,23,47,NA
"16230",15928,1,10,19,45,NA,NA,NA
"16231",15929,12,23,NA,NA,NA,NA,NA
"16232",15930,14,24,28,32,33,42,NA
"16233",15931,4,9,24,37,44,NA,NA
"16234",15932,11,25,27,28,29,35,47
"16235",15933,4,32,33,42,NA,NA,NA
"16236",15934,5,22,NA,NA,NA,NA,NA
"16237",15935,1,17,19,NA,NA,NA,NA
"16238",15936,4,9,26,28,45,NA,NA
"16239",15937,12,31,36,48,NA,NA,NA
"16240",15938,1,4,34,NA,NA,NA,NA
"16241",15939,5,31,46,49,NA,NA,NA
"16242",15940,7,39,NA,NA,NA,NA,NA
"16243",15941,1,10,31,45,NA,NA,NA
"16244",15942,7,NA,NA,NA,NA,NA,NA
"16245",15943,6,9,16,NA,NA,NA,NA
"16246",15944,4,25,26,NA,NA,NA,NA
"16247",15945,7,11,37,45,49,NA,NA
"16248",15946,18,20,22,37,40,43,44
"16249",15947,4,19,41,44,NA,NA,NA
"16250",15948,12,31,36,NA,NA,NA,NA
"16251",15949,1,11,13,15,24,25,33
"16252",46,NA,NA,NA,NA,NA,NA,NA
"16253",15950,4,15,32,NA,NA,NA,NA
"16254",15951,6,24,25,31,35,42,NA
"16255",15952,27,28,44,NA,NA,NA,NA
"16256",15953,1,6,19,NA,NA,NA,NA
"16257",15954,5,21,26,30,32,33,38
"16258",43,NA,NA,NA,NA,NA,NA,NA
"16259",15955,9,27,42,NA,NA,NA,NA
"16260",15956,5,14,19,22,NA,NA,NA
"16261",15957,6,38,40,NA,NA,NA,NA
"16262",15958,17,29,37,47,NA,NA,NA
"16263",15959,7,15,49,NA,NA,NA,NA
"16264",15960,2,4,8,38,45,NA,NA
"16265",15961,2,4,7,8,9,18,NA
"16266",15962,3,18,35,NA,NA,NA,NA
"16267",15963,23,24,40,41,43,NA,NA
"16268",15964,11,NA,NA,NA,NA,NA,NA
"16269",15965,4,9,NA,NA,NA,NA,NA
"16270",15966,39,40,42,NA,NA,NA,NA
"16271",15967,1,5,11,14,23,27,28
"16272",35,NA,NA,NA,NA,NA,NA,NA
"16273",15968,0,2,46,NA,NA,NA,NA
"16274",15969,6,32,42,NA,NA,NA,NA
"16275",15970,22,45,46,NA,NA,NA,NA
"16276",15971,1,14,44,NA,NA,NA,NA
"16277",15972,7,11,37,45,NA,NA,NA
"16278",15973,17,47,NA,NA,NA,NA,NA
"16279",15974,7,14,15,20,23,49,NA
"16280",15975,5,NA,NA,NA,NA,NA,NA
"16281",15976,15,19,24,NA,NA,NA,NA
"16282",15977,10,26,30,36,45,NA,NA
"16283",15978,13,27,36,NA,NA,NA,NA
"16284",15979,1,6,38,48,NA,NA,NA
"16285",15980,0,2,21,46,NA,NA,NA
"16286",15981,17,29,42,47,NA,NA,NA
"16287",15982,2,NA,NA,NA,NA,NA,NA
"16288",15983,37,38,46,47,NA,NA,NA
"16289",15984,12,31,36,43,44,48,NA
"16290",15985,4,14,37,41,NA,NA,NA
"16291",15986,23,24,40,41,43,NA,NA
"16292",15987,7,15,16,25,28,40,42
"16293",15988,16,32,45,NA,NA,NA,NA
"16294",15989,13,30,33,35,NA,NA,NA
"16295",15990,0,24,27,43,NA,NA,NA
"16296",15991,1,19,27,NA,NA,NA,NA
"16297",15992,12,31,36,48,NA,NA,NA
"16298",15993,12,15,23,28,37,NA,NA
